-0.092987,0.27472
4.0761,-1.0778
1.2212,0.55859
0.64708,0.0084082
0.81975,-1.2814
0.066394,-0.15205
0.044678,0.94425
0.21777,0.48015
0.65338,-0.14022
0.0041161,-0.20694
0.7326,1.0837
0.30405,0.88399
-0.31664,0.089111
0.82638,0.18197
0.013314,-0.003082
0.019898,-0.28543
1.8356,-0.63509
-0.028478,-0.1643
0.6727,0.42887
-0.10517,-0.26486
-0.48051,-0.68558
0.26448,-0.34438
-0.51286,1.263
0.15643,0.18783
-0.36517,0.85848
0.07725,-0.49592
0.65945,-0.37641
0.028873,-0.17892
0.43418,-0.61722
0.73013,0.049395
0.00060815,0.024841
1.4211,0.013189
3.7373,0.37528
-0.029376,-0.080794
-0.40319,0.14856
1.3353,-1.2677
-0.4951,-2.2388
0.18477,1.349
-0.29531,0.40877
-0.0048449,-0.0042816
-0.34309,1.0136
-5.3552,1.416
-0.52028,-0.23798
-4.5218,-0.058757
-1.0017,1.5659
-0.32585,0.74624
0.029376,0.62084
1.0228,2.2552
-0.29398,0.063091
-0.0089391,0.44941
-0.29142,-0.43108
0.13936,0.40517
-2.1336,0.60046
-1.8659,-0.41088
-1.7722,0.41025
-0.046817,0.67159
-3.8308,1.3254
-0.36515,-2.1067
-0.8306,-0.52954
-0.36507,-0.91935
0.11376,0.1623
-0.10428,0.13578
-0.18036,0.44415
-0.89047,-1.0692
-1.2485,2.9351
-0.080612,0.51751
-1.1175,0.6379
0.0009096,-0.0056366
-0.56806,0.80755
-2.7301,-0.1847
-0.018368,-0.75029
-1.6924,-0.015707
-4.0449,-0.40616
0.45814,1.26
-0.36805,0.13562
-1.3348,1.2672
-0.0144,-0.065117
0.03311,0.24174
-0.13393,0.18538
-2.1804,-1.9269
0.1326,-0.39174
-0.60953,0.16117
1.6684,0.76316
1.9147,0.024879
-0.086726,0.13557
-0.011045,0.025294
0.084029,1.7759
1.083,2.3878
-0.09057,0.019437
-0.0083515,0.41987
0.95864,1.4181
0.30752,0.89408
-0.30305,0.085288
-0.65972,-0.14527
-1.3994,0.32395
0.022442,-0.32194
-3.0892,1.0688
0.3936,2.2708
0.92122,0.5873
0.054578,0.13744
1.0239,1.4609
0.060808,-0.079179
-1.1466,2.8237
0.54392,0.65311
-0.57758,1.3578
-0.097512,0.62599
-1.0194,0.58187
-0.14417,0.89339
-0.20731,0.29471
0.16415,0.011105
0.02711,1.1074
0.43085,0.0039987
1.6803,0.16873
0.81534,2.2425
-0.58689,0.21625
-2.0312,1.9284
0.43017,1.9452
0.075808,0.55348
-0.21135,0.29255
-0.1475,-0.13035
-0.19218,0.56777
0.5318,-0.14061
0.65756,0.30078
-1.0297,-0.01338
0.87279,-1.3644
0.058491,-0.13395
0.021931,0.4635
0.37717,0.83161
0.35479,-0.076142
-0.0043813,0.22027
0.16327,0.24152
0.27724,0.80606
-1.0805,0.30409
-0.83505,-0.18388
-0.50496,0.11689
0.045871,-0.65802
-0.54177,0.18744
-0.12417,-0.71639
0.20281,0.1293
-0.15272,-0.38458
-0.2955,-0.42162
0.12468,-0.16235
-0.56962,1.4027
-0.079116,-0.094998
-0.34791,0.81789
-0.04662,0.29929
-0.2262,0.12912
-0.013162,0.081563
0.46988,-0.66797
-0.75273,-0.050923
-0.0077007,-0.31455
0.050513,0.00046881
0.79403,0.079733
0.18632,0.51245
-0.47938,0.17664
0.293,-0.27817
-0.34749,-1.5713
0.076932,0.56169
-0.33613,0.46527
-1.0934,-0.96626
0.20015,-0.59131
-1.1419,0.30193
0.049718,0.022742
-0.9381,-0.01219
-1.698,2.6544
-0.22657,0.51889
0.077987,1.6482
-0.75999,-1.6757
-0.22879,0.049101
-0.017979,0.90392
0.044887,0.0664
-0.25433,-0.73943
0.14688,-0.041337
-0.27452,-0.060449
